ME
5.458791594
5.380276657
5.179340353
6.769260739
5.687989639
6.284901702
5.635126318
7.1693804
7.97480169
6.087390672
6.121212914
3.878518681
8.180249253
7.040416843
5.864414581
9.683305217
5.097508792
7.744399893
6.093683594
3.73608866
8.712208548
7.833279222
10.00277011
7.360028431
8.313837217
5.771782979
6.227181692
4.744266112
4.499665629
7.555427198
8.173179966
6.84726241
7.208053238
6.270855808
9.383188317
7.456897503
9.522622107
6.1995896
5.511945216
5.098866005
6.359697391
5.872192375
6.445400035
4.239405179
6.853123764
7.843200776
5.069823373
4.431373583
8.304143712
7.563391196
5.938371894
5.552471621
9.213109856
7.183518687
7.865606961
6.265530597
7.048700339
6.413119912
5.961947269
5.446433939
6.247109443
8.078877005
4.854251598
8.907707116
7.568744068
7.128464934
9.486364546
6.731454412
5.009376006
6.226503643
5.231918374
8.907371218
9.032924122
5.116651458
7.524513195
4.84201611
9.472133206
6.610878402
5.52483993
5.187508107
6.952769708
6.188236972
5.554183093
9.614332511
7.913601684
9.551100806
6.050719615
5.567786157
6.270828638
8.080903791
6.520175648
7.222749437
8.344260129
8.219061947
6.743596334
5.597422864
5.926122184
9.078966278
6.038893001
6.120376361
5.737957557
3.988630753
4.481571488
4.599566016
7.813385998
4.185747491
6.725825771
8.549364536
5.89622245
9.714429513
4.804323753
9.369759433
7.200785365
10.10705471
6.85310917
6.121305304
7.50603708
7.354371309
5.568708527
6.614355988
6.558787405
7.598878027
4.927655168
4.052630205
6.835407465
6.454840785
6.212743634
6.710593644
10.38672929
8.401014798
8.118184217
7.221403397
11.93936115
9.068982773
7.347019546
11.41585428
11.74284503
6.020433893
10.23680984
7.924315955
10.06585301
1.715746068
1.633630008
1.453883555
1.521468451
1.154836879
1.490198842
1.081629209
1.920873208
1.526016547
1.202601465
0.9601254
1.35748667
1.458784213
1.406637404
1.575334533
1.806462582
1.111931888
1.150455442
1.589355565
1.42768161
0.919765377
1.440385212
1.122691935
1.533492112
1.00221018
1.550829855
1.443964568
1.67947492
1.236569507
1.08259998
1.417691592
1.50741509
1.737934972
1.034525896
1.70849661
1.378190634
1.585305106
1.16669033
1.418402498
1.169112313
1.353873542
1.660007991
2.001652555
1.476340554
0.834691165
1.211668474
3.891239911
5.913976508
5.413911017
7.152681233
3.914433833
5.996217254
7.075024627
6.07655539
7.093900946
5.42033293
9.863247916
5.145264574
5.545461176
6.283756176
5.237265839
5.709302382
6.434726871
4.407166608
5.525071523
5.918638651
7.362395668
4.105793445
5.482743237
6.490875864
7.403836517
8.045157274
4.649640044
6.49840626
5.814259505
8.082821958
8.115049701
9.555294748
5.445244123
6.99519018
5.142250719
5.182397878
5.400692447
6.655633293
3.150293156
6.604551022
4.542868573
3.962787558
6.479165628
5.185819156
6.635499077
5.082508338
4.079186679
6.670833144
6.247510168
7.359817103
6.349933905
7.534717103
4.887671978
7.775185497
4.294102195
7.027040762
5.995463768
7.828422555
8.298703705
5.681587099
7.135859911
6.032774995
4.199710902
5.594369274
8.262633271
6.708988779
6.669768425
7.692728953
10.32880551
7.08651713
8.615388004
8.499267587
8.895281779
9.659607202
11.40243342
10.63215973
7.517325113
8.063825463
10.49631744
11.03740991
9.302044949
7.97956802
9.899789372
6.705886269
8.653517019
6.063234009
8.085124224
8.744970496
10.19156955
9.411386231
8.646036139
10.544441
9.129668336
7.426369549
7.661774783
10.44025918
6.562717673
6.764278045
9.845948304
12.86075342
12.56582541
8.92176689
16.77392063
8.643249811
8.73947613
8.69110302
9.686386548
9.264967643
10.57751257
9.355472651
9.538620397
9.076857066
15.14996064
9.91463888
11.12016619
8.793248065
12.54107731
10.16981115
9.450914744
6.793274852
9.092691198
12.54335281
11.28184633
9.964449447
12.38073162
12.08024199
11.37170684
9.380740166
11.0466162
7.747623425
10.0565252
11.47060079
9.194408823
8.352966335
8.063712419
8.423737632
8.28911958
9.490899749
9.609357957
9.723956334
7.580624383
12.07724087
11.87510622
7.749294431
11.80723604
10.21376445
9.896669088
7.777677349
11.08146321
12.25363832
11.42871393
10.66365639
11.18822082
7.443035779
9.461934571
8.962411915
11.77356639
12.25150497
9.201888101
8.769501404
10.19978151
9.694044147
9.864748961
6.782771289
6.798650018
10.07052941
12.33785669
10.77754898
7.64104247
6.084830978
9.413702525
9.656380484
9.120460112
13.39784235
8.91275877
8.649399016
10.09568677
6.978611733
9.533383237
10.18952037
8.170707971
11.52039752
10.58594517
10.48591184
9.470076263
13.57727538
10.091778
14.47985938
7.236021411
8.912914174
8.887835724
13.37125351
9.586114336
7.637882827
10.07271696
12.05820596
13.29489373
8.691933309
6.65041399
10.50333334
13.13841799
10.41911037
7.796593596
12.285124
7.616215963
9.498398125
7.322537139
8.145641404
9.883412916
8.733812108
9.568523324
8.506371129
8.876301661
0.306274831
0.29413274
0.474803697
0.258984524
0.314150439
0.535621839
0.381738001
0.393004144
0.504315742
0.407665829
0.35906079
0.263936853
0.421826932
0.390260237
0.370397342
0.35245445
0.33547976
0.363533403
0.498830688
0.36375875
0.22536956
0.320487387
0.448463823
0.352384307
0.496507631
0.290218545
8.793491338
7.873322106
7.060829063
6.842155941
8.021684532
7.206752935
5.117502337
6.314599421
6.267592626
10.28027445
7.41583119
7.703656844
8.338294532
9.065178599
6.700389109
8.455159573
5.730957302
9.160672459
7.163875073
8.009766115
5.902083762
6.354752745
5.33076082
8.487328121
7.192312822
9.859935814
6.487626792
8.638660966
7.976655103
7.021942092
6.833981825
8.082663066
6.176947857
7.003052449
8.108576571
8.93768385
6.181585522
9.323679736
11.15129322
5.746348758
6.410135177
11.27490986
7.341929686
8.203885573
8.410422745
12.20242853
7.460391367
8.339461175
8.29611139
6.774251038
8.765911611
8.383049163
10.77392821
10.33654116
8.791799432
11.58025561
10.09898285
7.101451777
10.8222268
11.38359139
9.935364107
9.999871626
8.267738314
10.35247411
6.534989719
9.141120273
8.87505024
9.754452711
9.094788806
5.725618918
4.240127132
4.988323055
3.932872301
5.415107176
5.156113609
5.839510844
6.107235053
3.389765592
5.925533108
4.855350917
4.009716071
5.134540851
3.911033704
3.007118456
3.122077375
2.500564146
2.864200375
3.225508276
2.659589757
4.515323612
3.476060865
4.144026841
2.678288141
3.739197788
2.746014792
4.82618562
2.958983674
2.712735566
3.180162546
2.848549563
3.104313409
2.590795694
2.37406497
3.626387134
3.013478056
